combination,frequency,percentage
authenticity_markers|controversy_handling|message_effectiveness|punctuation_style|social_orientation,2,0.02
brevity_style|cognitive_patterns|controversy_handling|emotional_expression|stress_indicators,2,0.02
adaptability_signs|community_role|conflict_approach|narrative_voice|reaction_patterns,2,0.02
authenticity_markers|identity_projection|message_effectiveness|narrative_voice|vocabulary_range,2,0.02
controversy_handling|narrative_voice|reaction_patterns|value_signals|vocabulary_range,2,0.02
belief_expression|message_effectiveness|narrative_voice|reaction_patterns|value_signals,2,0.02
belief_expression|brevity_style|emotional_expression|narrative_voice|value_signals,2,0.02
authenticity_markers|cognitive_patterns|general_decription|language_formality|vocabulary_range,2,0.02
adaptability_signs|content_triggers|general_decription|reaction_patterns|value_signals,2,0.02
adaptability_signs|authenticity_markers|belief_expression|controversy_handling|general_decription,2,0.02
adaptability_signs|cognitive_patterns|language_formality|narrative_voice|value_signals,2,0.02
brevity_style|community_role|conflict_approach|narrative_voice|value_signals,2,0.02
cognitive_patterns|language_formality|reaction_patterns|stress_indicators|value_signals,2,0.02
belief_expression|brevity_style|narrative_voice|social_orientation|vocabulary_range,2,0.02
authenticity_markers|belief_expression|controversy_handling|emotional_expression|stress_indicators,2,0.02
authenticity_markers|emotional_expression|general_decription|message_effectiveness|opinion_expression,2,0.02
general_decription|opinion_expression|stress_indicators|value_signals|vocabulary_range,2,0.02
belief_expression|emotional_expression|general_decription|opinion_expression|value_signals,2,0.02
belief_expression|conflict_approach|content_triggers|opinion_expression|value_signals,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|general_decription|value_signals,2,0.02
adaptability_signs|conflict_approach|message_effectiveness|punctuation_style|social_orientation,2,0.02
belief_expression|cognitive_patterns|conflict_approach|content_triggers|social_orientation,2,0.02
brevity_style|community_role|general_decription|reaction_patterns|stress_indicators,2,0.02
adaptability_signs|community_role|content_triggers|emotional_expression|stress_indicators,2,0.02
brevity_style|emotional_expression|language_formality|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|brevity_style|cognitive_patterns|language_formality|opinion_expression,2,0.02
belief_expression|emotional_expression|message_effectiveness|social_orientation|value_signals,2,0.02
brevity_style|community_role|controversy_handling|punctuation_style|social_orientation,2,0.02
belief_expression|emotional_expression|identity_projection|message_effectiveness|value_signals,2,0.02
belief_expression|community_role|reaction_patterns|social_orientation|value_signals,2,0.02
belief_expression|community_role|content_triggers|opinion_expression|value_signals,2,0.02
belief_expression|content_triggers|controversy_handling|punctuation_style|value_signals,2,0.02
brevity_style|community_role|conflict_approach|content_triggers|vocabulary_range,2,0.02
content_triggers|general_decription|language_formality|opinion_expression|social_orientation,2,0.02
adaptability_signs|authenticity_markers|community_role|reaction_patterns|social_orientation,2,0.02
adaptability_signs|emotional_expression|language_formality|social_orientation|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|community_role|language_formality|reaction_patterns,2,0.02
authenticity_markers|community_role|identity_projection|language_formality|narrative_voice,2,0.02
brevity_style|cognitive_patterns|general_decription|language_formality|stress_indicators,2,0.02
adaptability_signs|brevity_style|controversy_handling|emotional_expression|social_orientation,2,0.02
belief_expression|language_formality|narrative_voice|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|brevity_style|conflict_approach|general_decription|narrative_voice,2,0.02
authenticity_markers|belief_expression|social_orientation|value_signals|vocabulary_range,2,0.02
content_triggers|emotional_expression|message_effectiveness|value_signals|vocabulary_range,2,0.02
authenticity_markers|content_triggers|narrative_voice|stress_indicators|value_signals,2,0.02
adaptability_signs|community_role|message_effectiveness|punctuation_style|value_signals,2,0.02
conflict_approach|controversy_handling|general_decription|identity_projection|stress_indicators,2,0.02
brevity_style|conflict_approach|identity_projection|language_formality|value_signals,2,0.02
adaptability_signs|controversy_handling|emotional_expression|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|controversy_handling|message_effectiveness|social_orientation|value_signals,2,0.02
community_role|conflict_approach|emotional_expression|narrative_voice|stress_indicators,2,0.02
cognitive_patterns|controversy_handling|general_decription|identity_projection|vocabulary_range,2,0.02
general_decription|language_formality|reaction_patterns|social_orientation|vocabulary_range,2,0.02
emotional_expression|general_decription|language_formality|message_effectiveness|reaction_patterns,2,0.02
adaptability_signs|controversy_handling|identity_projection|opinion_expression|social_orientation,2,0.02
brevity_style|conflict_approach|identity_projection|message_effectiveness|punctuation_style,2,0.02
adaptability_signs|brevity_style|emotional_expression|language_formality|stress_indicators,2,0.02
content_triggers|general_decription|identity_projection|message_effectiveness|narrative_voice,2,0.02
authenticity_markers|message_effectiveness|punctuation_style|social_orientation|value_signals,2,0.02
conflict_approach|identity_projection|language_formality|reaction_patterns|value_signals,2,0.02
adaptability_signs|authenticity_markers|belief_expression|community_role|opinion_expression,2,0.02
cognitive_patterns|content_triggers|general_decription|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|identity_projection|narrative_voice|punctuation_style|stress_indicators,2,0.02
adaptability_signs|brevity_style|controversy_handling|emotional_expression|opinion_expression,2,0.02
adaptability_signs|authenticity_markers|belief_expression|content_triggers|vocabulary_range,2,0.02
brevity_style|community_role|punctuation_style|social_orientation|stress_indicators,2,0.02
adaptability_signs|content_triggers|identity_projection|reaction_patterns|value_signals,2,0.02
community_role|general_decription|opinion_expression|social_orientation|value_signals,2,0.02
brevity_style|controversy_handling|emotional_expression|identity_projection|social_orientation,2,0.02
adaptability_signs|emotional_expression|general_decription|narrative_voice|stress_indicators,2,0.02
brevity_style|language_formality|narrative_voice|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|message_effectiveness|narrative_voice|opinion_expression|social_orientation,2,0.02
belief_expression|controversy_handling|emotional_expression|punctuation_style|vocabulary_range,2,0.02
community_role|content_triggers|message_effectiveness|narrative_voice|social_orientation,2,0.02
authenticity_markers|message_effectiveness|social_orientation|stress_indicators|vocabulary_range,2,0.02
community_role|content_triggers|controversy_handling|identity_projection|language_formality,2,0.02
authenticity_markers|brevity_style|cognitive_patterns|identity_projection|social_orientation,2,0.02
brevity_style|opinion_expression|social_orientation|stress_indicators|value_signals,2,0.02
content_triggers|emotional_expression|reaction_patterns|value_signals|vocabulary_range,2,0.02
cognitive_patterns|community_role|conflict_approach|content_triggers|controversy_handling,2,0.02
authenticity_markers|emotional_expression|message_effectiveness|opinion_expression|vocabulary_range,2,0.02
belief_expression|brevity_style|content_triggers|emotional_expression|stress_indicators,2,0.02
belief_expression|brevity_style|community_role|controversy_handling|message_effectiveness,2,0.02
belief_expression|cognitive_patterns|conflict_approach|language_formality|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|content_triggers|controversy_handling|social_orientation,2,0.02
belief_expression|conflict_approach|content_triggers|message_effectiveness|narrative_voice,2,0.02
authenticity_markers|conflict_approach|identity_projection|language_formality|narrative_voice,2,0.02
content_triggers|reaction_patterns|social_orientation|stress_indicators|vocabulary_range,2,0.02
content_triggers|controversy_handling|general_decription|opinion_expression|value_signals,2,0.02
conflict_approach|controversy_handling|emotional_expression|message_effectiveness|opinion_expression,2,0.02
adaptability_signs|content_triggers|controversy_handling|emotional_expression|reaction_patterns,2,0.02
adaptability_signs|authenticity_markers|emotional_expression|message_effectiveness|vocabulary_range,2,0.02
adaptability_signs|belief_expression|brevity_style|emotional_expression|social_orientation,2,0.02
cognitive_patterns|community_role|conflict_approach|emotional_expression|value_signals,2,0.02
cognitive_patterns|controversy_handling|message_effectiveness|reaction_patterns|stress_indicators,2,0.02
authenticity_markers|community_role|message_effectiveness|social_orientation|value_signals,2,0.02
community_role|general_decription|identity_projection|punctuation_style|vocabulary_range,2,0.02
conflict_approach|controversy_handling|message_effectiveness|opinion_expression|value_signals,2,0.02
conflict_approach|message_effectiveness|opinion_expression|punctuation_style|value_signals,2,0.02
content_triggers|emotional_expression|identity_projection|narrative_voice|value_signals,2,0.02
belief_expression|content_triggers|controversy_handling|emotional_expression|language_formality,2,0.02
narrative_voice|punctuation_style|social_orientation|value_signals|vocabulary_range,2,0.02
brevity_style|conflict_approach|language_formality|opinion_expression|value_signals,2,0.02
